ID_Client,Age,Sexe,Revenu_Mensuel,Montant_Credit,Duree_Credit,Historique_Credit,Nombre_Credits_En_Cours,Taux_Interet,Type_Emploi,Region,Endettement,Defaut_Paiement
59,34,Homme,6103.951291269561,307473.8935721895,52,1,1,9.101147663372792,Sans emploi,Nouadhibou,0.2201108631280826,0
60,53,Femme,11882.454340483095,319340.70101507445,38,1,0,2.9572905474439732,Sans emploi,Kiffa,0.31421141445883644,0
61,57,Homme,42286.887858635055,299931.6095300995,38,0,0,5.176946975471622,Salarié,Nouakchott,0.9910675922180752,1
62,21,Femme,50594.18929812673,354290.548811903,24,1,0,11.686746055743571,Indépendant,Atar,0.3928345749389096,0
63,19,Femme,62001.95207133386,126342.39950365508,8,1,2,4.623429667809457,Salarié,Kiffa,0.20439650863558628,0
64,23,Femme,32707.944977383806,261058.25099743743,15,1,2,5.130501450631469,Salarié,Rosso,0.039826963810211446,0
65,59,Homme,71023.27918202154,61070.15337609036,45,1,3,10.364984906180336,Salarié,Kiffa,0.22281940041108095,0
66,21,Femme,86711.62773297443,198410.55054595816,52,0,1,2.5021443169045527,Sans emploi,Kiffa,0.5616419637262065,0
67,46,Femme,79085.84394486823,248956.86362441955,47,0,0,6.646131688089708,Sans emploi,Rosso,0.5358658689074542,1
68,35,Femme,8763.78840809393,329589.8871772815,6,1,0,5.796167644516703,Sans emploi,Kiffa,0.3818015335440068,1
69,43,Homme,50648.159989493746,475760.21576723974,34,1,0,5.1658675990865115,Indépendant,Atar,0.025227785310061868,0
70,61,Homme,14968.366949726613,304319.0226086944,55,1,0,4.8569959404476455,Sans emploi,Nouadhibou,0.26374797227913077,0
71,51,Femme,27994.27650694011,374361.0189265143,39,1,2,2.913741048604092,Indépendant,Kiffa,0.4638372707497596,0
72,27,Homme,98732.94636037892,258070.36915264936,56,1,3,5.148258293516488,Sans emploi,Atar,0.17051008612801694,1
73,53,Homme,18537.076575643754,320710.97537440236,18,1,4,2.430524027156686,Sans emploi,Nouadhibou,0.03212636147730552,0
74,31,Homme,52394.37457787883,44756.78590554898,59,1,1,9.809638636444353,Salarié,Nouadhibou,0.447896436447353,0
75,48,Homme,63724.79476022132,134651.87461250502,6,1,0,5.982277939580117,Salarié,Kiffa,0.4831128628529102,0
76,32,Homme,71734.17220168987,187308.01567051795,39,1,3,6.4390383231991155,Salarié,Atar,0.14646260170156145,0
77,25,Homme,58166.62493125684,241521.74395319165,34,1,4,10.935945864501315,Indépendant,Kiffa,0.03599040923166086,0
78,31,Homme,5928.230504822448,32367.88529616803,53,1,3,8.580549838612207,Indépendant,Rosso,0.24000925492231046,0
79,40,Homme,36013.82428317923,78611.80780112566,52,0,2,2.080591033421198,Sans emploi,Nouadhibou,0.7209245172388663,1
80,57,Homme,54182.606121547586,145639.01081773982,18,0,4,11.43174822961285,Indépendant,Kiffa,0.5026992710918388,1
81,38,Homme,13347.317418759169,486051.0185415148,53,1,3,4.371444659777112,Sans emploi,Nouadhibou,0.30341328179429145,0
82,33,Femme,38309.55846487217,172360.03348049487,54,1,2,3.0761418475985884,Indépendant,Atar,0.4338208073601117,0
83,62,Femme,8154.295335179824,246200.11847492045,58,1,3,9.681281783808823,Indépendant,Nouakchott,0.2013356041269989,0
84,35,Homme,12464.95722972697,106087.87924181254,34,1,3,7.004773158667182,Indépendant,Kiffa,0.3714156382328451,0
85,64,Femme,42707.71123915163,309282.23482712643,44,0,4,6.337705660180175,Salarié,Kiffa,0.548928501358225,1
86,41,Femme,17607.996634090734,147534.7756028274,29,1,2,4.495030796827418,Indépendant,Nouadhibou,0.0941925046674365,0
87,43,Homme,58916.380584848026,111426.36343482912,31,0,0,7.474714898623186,Salarié,Atar,0.9963854932563669,1
88,42,Homme,70499.17206804024,263120.58793852973,22,1,1,4.743846052025875,Salarié,Rosso,0.09752736111818167,1
89,62,Homme,81055.73641536287,12697.841588606203,12,0,4,11.015830052870676,Indépendant,Atar,0.7545409142832356,1
90,58,Femme,24014.27320325696,13755.37599812041,18,1,2,4.152044797331928,Sans emploi,Kiffa,0.21241426658845025,0
91,46,Femme,20910.845314611626,117343.71645991031,10,0,3,10.843551504557535,Sans emploi,Rosso,0.8097841123893298,1
92,32,Homme,14933.944831768024,27993.467625402358,31,1,2,7.594054257273569,Sans emploi,Atar,0.27834102634087676,0
93,62,Homme,65460.873706645485,62932.619524038775,54,0,1,10.28488133895241,Indépendant,Nouakchott,0.581085363568594,1
94,18,Homme,72115.19401625561,176041.7181759883,8,0,1,9.12845995860955,Sans emploi,Nouadhibou,0.8393941111301224,0
95,42,Femme,8000.683758435994,403266.9829941083,12,1,0,8.966951114367486,Salarié,Atar,0.3529952014809967,0
96,24,Femme,93940.16339315053,290303.8352509574,54,0,0,5.243458076950557,Sans emploi,Atar,0.8273853568010441,0
97,26,Femme,9937.27194688988,261207.18571864403,44,0,1,4.338969314722035,Indépendant,Nouakchott,0.8658397993937409,0
98,41,Femme,56423.151853601696,153809.5233719796,58,1,4,4.108862276807882,Sans emploi,Kiffa,0.25733476202591377,0
99,18,Homme,72360.74934783706,466559.32252208004,6,1,4,10.571916570595887,Salarié,Nouadhibou,0.25958151978727023,0
100,61,Homme,87742.06675587813,204537.37020622392,54,1,3,10.2042682025902,Indépendant,Atar,0.14916887179374938,0
101,25,Homme,72838.25855258064,52675.45572992803,22,0,0,6.405735280123073,Sans emploi,Rosso,0.681383566568738,0
102,41,Homme,81164.16789163022,312362.5928977226,48,1,3,3.3240461349645463,Indépendant,Atar,0.34193837058165316,0
103,28,Femme,37247.76829156658,65780.81280353469,30,1,0,5.822522519774584,Indépendant,Nouadhibou,0.4206698595030241,0
104,34,Femme,82408.38580591866,179159.33997282913,8,1,1,8.193434541369115,Indépendant,Atar,0.1414429548931826,0
105,25,Homme,12610.910406544139,258631.84997172636,20,0,4,6.5440315447995285,Sans emploi,Nouakchott,0.6743012347214228,1
106,52,Homme,90007.58232575012,438369.03709573613,34,0,4,9.80189268482995,Indépendant,Atar,0.5915847637141463,1
107,52,Femme,57021.27573460494,251837.82436665814,58,1,1,11.976228222513853,Sans emploi,Atar,0.3694641480654775,0
108,50,Homme,82643.2881464369,354106.7953555155,48,0,3,3.911320884488968,Salarié,Rosso,0.509190494887621,1
109,22,Femme,47970.23702923852,496480.2511095445,37,1,3,6.596508196595725,Sans emploi,Nouakchott,0.3129919569589768,0
110,59,Homme,66139.88104366987,74429.66875001098,31,1,2,6.30983901920822,Salarié,Nouakchott,0.25221237303171845,0
111,56,Homme,55008.25278893075,144618.44750456457,21,1,0,5.0449253274895085,Sans emploi,Atar,0.24784538511435694,0
112,58,Homme,74501.00456675653,203342.27704284675,30,0,3,3.9809551672028958,Indépendant,Rosso,0.5447600983984211,1
113,45,Homme,12754.84829290601,216695.80748402738,59,1,1,2.656921164896592,Sans emploi,Atar,0.2580674023372489,0
114,24,Homme,10733.447979103561,211400.3268801174,33,1,3,10.871193172236984,Indépendant,Atar,0.4319774110047553,0
115,26,Homme,28474.807230963914,454729.3912527119,14,0,4,6.198486976863176,Salarié,Nouadhibou,0.5580902871270446,1
116,25,Homme,20156.744610752892,359875.99578875967,6,1,0,6.968955185000489,Sans emploi,Nouadhibou,0.09400785859814448,0
117,29,Femme,87819.43882625917,307873.55490444484,34,0,2,11.169420482009158,Indépendant,Rosso,0.7771503529239763,1
118,51,Femme,25825.32879901421,161592.63175276323,27,1,0,9.762904775159479,Salarié,Kiffa,0.027554819970333377,0
119,50,Femme,97707.19930281748,413657.2882684344,21,1,4,3.3050126411718423,Salarié,Nouadhibou,0.10806299917438111,0
120,40,Femme,37005.100218255146,477979.65062764456,46,1,4,7.654199676077424,Sans emploi,Kiffa,0.40878266477229847,0
121,41,Femme,22301.20199042643,412387.158449611,56,1,4,6.422522765195591,Salarié,Nouakchott,0.4304054313433687,0
122,54,Homme,80021.35817853552,10766.901543821723,49,0,4,9.972110725787628,Indépendant,Nouadhibou,0.9559107968183713,1
123,52,Homme,67577.23867258323,321836.6713898695,56,1,1,9.242325476119493,Salarié,Nouadhibou,0.3768050657389936,1
124,61,Femme,52328.5930630482,35056.33690662935,59,1,2,8.904057219110719,Salarié,Rosso,0.421185666909161,0
125,57,Homme,57759.53733907497,136227.5379635237,46,0,4,5.405448354798969,Indépendant,Kiffa,0.9167870548228684,0
126,39,Femme,73324.16893586506,39167.103170408125,12,1,4,10.049637303992546,Salarié,Nouadhibou,0.22932494904053796,0
127,44,Femme,26703.20042647338,305859.7719452,19,1,3,2.523912955948612,Salarié,Nouadhibou,0.046995464708301016,0
128,52,Homme,99651.72202539048,346429.0576113773,34,1,2,3.596249014321672,Salarié,Rosso,0.4803573758349087,0
129,18,Homme,97605.3504039444,66098.94265229351,24,1,0,5.3562327297791175,Salarié,Rosso,0.4227755977484498,0
130,52,Homme,66780.940202959,198081.05269203996,24,0,2,2.7680744106928126,Indépendant,Kiffa,0.9507234147691898,1
131,54,Femme,23956.532838268788,233555.88938821558,7,1,2,4.349942775346916,Salarié,Nouakchott,0.41721455995287116,0
132,64,Homme,69621.68303097266,190835.98066284912,46,1,2,10.301509829979182,Indépendant,Nouakchott,0.1457075693380243,0
133,31,Femme,11858.848853021706,69302.25023774459,50,1,4,11.482515377900793,Salarié,Atar,0.010022999766282348,0
134,20,Femme,7911.987709551577,215284.41719186294,20,1,4,5.046023557741905,Salarié,Nouadhibou,0.42693299676260177,0
135,18,Femme,29479.874408565298,378077.24342612486,8,1,1,4.645158039888383,Salarié,Kiffa,0.00400407033689143,0
136,22,Homme,48949.180890235046,44793.755621295175,16,0,0,4.798926522464269,Salarié,Nouadhibou,0.8627390170077435,0
137,43,Homme,87485.88801379615,49288.20690013269,58,1,3,4.777190873508438,Indépendant,Kiffa,0.12481235220529169,0
138,31,Femme,74081.06162779927,183837.93299963226,51,1,2,2.35930182185973,Indépendant,Kiffa,0.47891510873763826,0
139,56,Homme,75557.1195139982,471445.59869327326,35,1,0,11.26916346331108,Indépendant,Kiffa,0.4293711982566539,0
140,44,Homme,45421.86677256716,337600.5968942279,45,0,0,4.136981415703284,Sans emploi,Nouadhibou,0.6358537594270465,0
141,26,Homme,37863.82429196148,342548.2787695567,23,1,1,6.20004074081405,Salarié,Rosso,0.2518099689868007,0
142,32,Femme,40248.68248353725,187340.79551055384,56,1,3,2.0968688274096774,Salarié,Nouadhibou,0.20242994480907217,0
143,32,Femme,98826.7085549255,300893.7876921838,53,1,2,10.579550909150571,Indépendant,Kiffa,0.13811947081157178,0
144,43,Homme,8810.373184185835,14964.280173594256,7,0,3,9.311573444549172,Sans emploi,Atar,0.840730057712636,0
145,59,Femme,87367.9921316326,321687.0627406757,37,1,1,11.467560351737031,Salarié,Nouakchott,0.2807389718683384,0
146,30,Homme,59974.163814377374,457510.604312356,13,0,4,9.81615479196399,Indépendant,Kiffa,0.7469245978540502,1
147,49,Homme,46668.46482301109,310160.9994889614,27,1,0,5.137065120520653,Salarié,Atar,0.24415482141292255,0
148,56,Homme,73899.47773943796,438112.31079850905,11,1,2,4.478733587284236,Salarié,Rosso,0.37418041671430985,0
149,49,Homme,51233.54943534677,364746.79717838595,17,1,4,8.977163075532928,Indépendant,Kiffa,0.3605796341069386,0
150,21,Femme,87975.20761775775,69073.62403780821,52,1,1,5.641127750104994,Indépendant,Atar,0.4655451452540074,0
151,47,Femme,90566.67708106956,452202.1205700624,45,1,3,7.662150157526166,Salarié,Kiffa,0.13702079485213792,0
152,54,Femme,45063.48805297827,42557.4837343297,41,1,0,2.0625747102647023,Salarié,Nouadhibou,0.13612027125302234,0
153,40,Homme,31298.6407373299,271644.0615484043,20,1,2,2.6188570168047525,Indépendant,Atar,0.0743166077889425,0
154,56,Homme,61273.28121636941,79647.19065879425,33,1,4,7.353679411816512,Salarié,Nouadhibou,0.0183148487994097,0
155,62,Homme,91674.51783358565,15736.239258142992,57,1,4,7.660716464481651,Salarié,Nouadhibou,0.4153836942973803,0
156,32,Femme,25012.907955538325,216796.7874625431,54,1,0,9.514529444593435,Indépendant,Atar,0.3858914695341739,0
157,60,Homme,64181.82543853086,154569.94675053656,50,1,3,3.319653196239617,Salarié,Nouakchott,0.4806673155974031,0
158,46,Femme,64998.22090878945,248140.2419608255,23,0,1,7.131830837567788,Salarié,Atar,0.9709082500250779,1
159,53,Femme,74645.73712945169,292827.9444999299,7,0,3,3.9444764443168863,Sans emploi,Nouakchott,0.7863414079283447,1
160,30,Femme,17498.93008708968,31432.145431384204,18,1,3,2.931961195626947,Indépendant,Kiffa,0.2653475948817607,0
161,49,Femme,73003.37164479842,70271.61461063536,50,1,3,6.104957940605546,Sans emploi,Kiffa,0.2712877262677901,0
162,24,Femme,91358.0894632359,283734.7742607084,59,1,0,3.6333664808905723,Sans emploi,Atar,0.41076778894484306,0
163,39,Femme,22069.895342672986,178152.00305460254,20,1,0,4.217819781923186,Sans emploi,Kiffa,0.17479259789219603,0
164,45,Homme,27566.615867768374,367295.0088992295,25,1,1,5.175545798695017,Salarié,Rosso,0.17101133212399083,0
165,19,Homme,97282.53393395577,329622.9078100504,34,0,3,4.593884007431963,Salarié,Nouadhibou,0.8665765115532926,0
166,59,Femme,22192.81050740153,424346.13786505436,47,1,0,2.875912974059464,Sans emploi,Nouadhibou,0.3111583186242759,0
167,62,Femme,86166.58387011001,349321.4850679204,34,0,1,2.899162448597023,Sans emploi,Nouakchott,0.7060482843540573,0
168,23,Homme,51766.396362563304,220666.2279211726,8,1,1,3.9324941523416816,Sans emploi,Kiffa,0.24405222355068884,0
169,45,Femme,28486.95206830182,339753.6449732719,24,1,3,2.5055918795953893,Salarié,Nouakchott,0.18555304554976948,0
170,45,Femme,87721.24062088858,144936.77538515508,8,1,2,8.26457019676927,Sans emploi,Nouadhibou,0.35282966693697326,0
171,61,Homme,47303.999225253225,160093.61440132422,59,1,3,4.87326716508902,Sans emploi,Nouadhibou,0.11104109410449492,0
172,61,Femme,53907.648623320565,396602.7283611887,19,1,2,4.797459677690711,Indépendant,Kiffa,0.2221760980487475,0
173,37,Femme,39127.17009297774,228745.56303677527,45,0,1,5.319982942377652,Indépendant,Rosso,0.9250859726025238,1
174,47,Femme,61330.33088631811,401206.36685399275,9,1,0,8.627962742097218,Salarié,Rosso,0.40521829280781263,0
175,28,Homme,20534.767895577163,412986.96309745644,57,0,4,10.706338814834906,Indépendant,Kiffa,0.8674252602498005,0
176,45,Homme,42152.745981917265,430205.54545402905,16,0,1,9.590869325556383,Indépendant,Kiffa,0.8932629435517956,0
177,42,Homme,97094.17062185232,459151.2655621916,36,1,0,9.27529230225095,Indépendant,Nouakchott,0.4203163224095626,0
178,56,Femme,29522.676106607116,221182.75805151515,48,1,1,6.843911856008493,Salarié,Kiffa,0.44044071188736833,0
179,50,Femme,67389.98313142275,166244.74097735801,37,1,3,8.938055569674118,Indépendant,Rosso,0.14791135929093158,0
180,18,Homme,35893.05610134601,295277.38583111577,32,1,2,7.527623680335831,Salarié,Kiffa,0.23643966110527254,0
181,44,Femme,78479.94694022706,191874.4874844375,35,1,1,4.162505281865289,Sans emploi,Nouakchott,0.025298426838290866,0
182,30,Femme,17432.997768243233,304526.34173211415,48,1,0,4.085883677410507,Indépendant,Nouakchott,0.09474507294980211,0
183,58,Femme,97132.99928246175,355737.0726954741,7,0,3,4.963920068752834,Salarié,Nouakchott,0.8647584642865611,0
184,20,Femme,48110.00643144573,347318.45906114706,54,1,4,11.108026709698132,Indépendant,Nouakchott,0.18643825460108893,0
185,56,Femme,27424.794017914075,193530.91463985946,14,1,3,7.474148403797258,Sans emploi,Atar,0.05633676331739501,0
186,23,Homme,11982.190996351203,91761.49883238888,33,0,2,9.339053770018694,Salarié,Kiffa,0.7636598397999299,1
187,25,Femme,21127.00098331637,220959.37584648168,36,1,3,5.465587598165476,Salarié,Nouadhibou,0.4413908498132484,0
188,44,Homme,54378.52511282168,79871.13060013528,39,0,4,6.077157706652253,Salarié,Kiffa,0.5643736014378565,1
189,26,Femme,37015.3017609722,446147.5472400661,20,1,0,3.2556557863725137,Sans emploi,Atar,0.48717472826201536,0
190,54,Homme,83743.9197588479,179479.95576155014,53,1,1,3.712949578216704,Sans emploi,Nouakchott,0.10644712732999673,0
191,50,Femme,45934.31474787156,85685.27613942865,30,1,2,10.273565548261455,Sans emploi,Atar,0.05994401574192271,0
192,59,Homme,28627.85589582484,22469.40235381793,41,1,4,7.848386316888821,Salarié,Rosso,0.38950269696201884,0
193,61,Femme,63628.77372738285,326452.96928037726,13,1,2,5.375324658838189,Sans emploi,Rosso,0.2846406914752622,0
194,41,Homme,72143.83560411735,322082.1355528242,14,1,3,10.02851208995546,Indépendant,Kiffa,0.09492633013548457,0
195,32,Femme,20868.981250590237,176896.04162483293,42,1,2,4.46519905637983,Sans emploi,Kiffa,0.07821345941080954,0
196,49,Homme,20923.825547390177,45138.825535348995,53,1,4,11.760326986002038,Salarié,Nouadhibou,0.4209126821826313,0
197,49,Femme,8483.785558686583,210718.1584986637,50,1,1,5.448176077461698,Indépendant,Nouadhibou,0.3356107781731588,0
198,41,Homme,74958.19143123584,162496.57258106285,44,1,1,5.373109541512276,Sans emploi,Rosso,0.4178915354273006,0
199,58,Homme,68061.43012407148,341789.1134701546,37,1,2,5.119119055367053,Indépendant,Nouakchott,0.08730545849113097,0
200,29,Femme,50089.93319623232,306831.8322318183,57,1,0,3.2211151592428795,Indépendant,Atar,0.4931640867800631,0
201,56,Femme,85196.19265207373,188650.92681679458,22,1,2,3.111371473320124,Salarié,Nouadhibou,0.2613653390284273,0
202,19,Homme,81538.66453025505,116767.35158494515,40,0,3,8.481050345341234,Indépendant,Nouadhibou,0.9647528526840744,0
203,20,Femme,60608.66461769145,494137.62341624004,42,1,1,10.75118044558047,Indépendant,Nouakchott,0.2777625340313598,0
204,54,Homme,87485.77164875958,232460.7943860963,24,1,1,9.905205102716735,Salarié,Nouakchott,0.1361428303540671,0
205,34,Homme,24554.914953492986,347254.37553231616,49,1,1,3.411075940213511,Salarié,Kiffa,0.35949537842661655,0
206,19,Homme,15632.363842784149,78870.95411339679,34,1,0,7.455821217920665,Salarié,Atar,0.07076060122498007,0
207,19,Femme,30626.213094114013,247938.9528331049,12,1,0,3.0559154597663998,Indépendant,Nouakchott,0.06342196344629858,0
208,45,Homme,10423.251328484912,23492.99273603809,33,1,4,2.4529464361307745,Indépendant,Nouadhibou,0.44878109672658006,0
209,40,Homme,55461.10516009804,257673.00777612047,14,1,2,8.563858593847673,Indépendant,Nouadhibou,0.04999262374188834,0
210,54,Femme,93977.54076802134,482368.5294876741,33,1,2,7.351523336803503,Salarié,Rosso,0.34741378966406294,0
211,49,Femme,8737.636363508416,198261.2893630421,11,1,3,2.8202368521147085,Sans emploi,Nouakchott,0.0032627052144434954,0
212,50,Femme,16600.441830952546,29108.04616170668,34,0,1,2.3493924640598847,Indépendant,Kiffa,0.5459922553354,0
213,18,Femme,47958.90768692635,25168.33755047833,22,1,0,11.897564134093347,Sans emploi,Atar,0.13973472061482428,0
214,36,Homme,93718.12666515096,200113.51237396605,21,0,3,2.3002133214907188,Salarié,Kiffa,0.5722898551197924,1
215,19,Homme,35034.829972791296,88412.21886696508,28,0,3,6.445282530501596,Indépendant,Nouadhibou,0.8198876007852112,0
216,61,Homme,53187.30682539728,21442.5272008111,36,1,0,7.046190246076955,Sans emploi,Kiffa,0.08870473506059118,0
217,43,Homme,8949.421609787249,380544.6708355867,8,1,2,3.1728014780044504,Indépendant,Nouadhibou,0.4641678860028109,0
218,49,Femme,19092.60409139844,234676.27435212643,26,1,1,3.690617784397163,Indépendant,Nouadhibou,0.35376771887272185,0
219,23,Homme,98729.86168109045,151729.93826660071,31,1,2,5.518050064103525,Indépendant,Nouadhibou,0.08982265793206584,1
220,49,Homme,96686.27616142432,451040.75967807556,41,1,3,9.616758762136627,Sans emploi,Nouadhibou,0.17078481647213756,0
221,21,Femme,5469.298188768914,66908.09049825754,47,1,1,7.070824240602667,Salarié,Nouadhibou,0.25822217095141076,0
222,28,Homme,95422.1196152077,478400.2261881064,42,1,4,8.379018745529615,Indépendant,Rosso,0.08125782237855766,0
223,34,Homme,65716.39409247253,163843.6915149029,58,0,3,11.851745550906747,Salarié,Kiffa,0.9029288526670309,1
224,55,Homme,87452.2379794021,445317.7994312538,27,1,2,9.680054353132096,Salarié,Rosso,0.22237794910100628,0
225,41,Homme,48200.286285216614,305442.0094749362,47,0,2,6.343614981412177,Sans emploi,Rosso,0.9607096674381639,0
