ID_Client,Age,Sexe,Revenu_Mensuel,Montant_Credit,Duree_Credit,Historique_Credit,Nombre_Credits_En_Cours,Taux_Interet,Type_Emploi,Region,Endettement,Defaut_Paiement
32,45,Homme,49954.94113569793,100811.78796907008,22,0,2,3.5485757407882126,Indépendant,Rosso,21.832908743274526,0
33,33,Homme,96978.37565189856,48694.88947350602,48,1,3,5.72999835566863,Indépendant,Rosso,45.52836772856596,0
34,32,Homme,22624.92399179651,127359.98325567367,37,0,2,4.090370373859223,Indépendant,Nouadhibou,43.624144910927676,0
35,64,Femme,87519.20095578303,399343.35656309326,47,1,1,8.957949669407455,Indépendant,Nouakchott,28.915172888421804,1
36,61,Femme,78776.70101521547,26988.43069597683,56,1,3,11.442088383461076,Indépendant,Atar,11.563147440078207,0
37,20,Femme,78237.57524118494,295575.34919090994,19,0,0,11.955109680158664,Sans emploi,Nouakchott,35.541749096076536,1
38,54,Femme,85254.40667110433,497764.38293374184,15,1,1,6.502768104415908,Salarié,Rosso,12.02387414706327,0
39,24,Femme,77297.27913958489,429291.08598039433,52,1,4,4.525303896364445,Sans emploi,Nouadhibou,47.05119847393629,0
40,38,Homme,64490.930554984465,265508.3876313588,56,0,1,6.4282937038432415,Sans emploi,Nouadhibou,48.46525026501228,0
41,26,Femme,17468.26337982682,41184.04555045475,41,0,3,10.472694099627239,Sans emploi,Atar,17.579605835984168,0
42,56,Homme,8089.987051668932,417373.0220489978,39,0,1,4.060056785520398,Sans emploi,Nouadhibou,37.0555751221964,1
43,35,Homme,92480.54554249025,303499.46900683315,14,1,0,11.520956516529237,Salarié,Nouadhibou,13.69076018251051,0
44,21,Homme,63581.779879470116,66317.16855918775,47,1,0,5.41865768798151,Sans emploi,Nouadhibou,39.180677142924885,1
45,42,Femme,80671.04264273675,55990.06956344454,33,0,4,11.85803659450305,Indépendant,Nouadhibou,23.891506646106983,0
46,31,Femme,50744.62339369226,455717.1415239303,16,0,2,10.386088875339622,Sans emploi,Nouadhibou,37.24200446921781,1
47,26,Femme,16144.277951427475,337908.12883965846,19,1,3,10.085705341473904,Sans emploi,Rosso,24.915060368087115,0
48,43,Homme,16892.65025924229,416350.5316652102,44,1,3,5.179046737732836,Salarié,Nouakchott,15.82270039332943,0
49,19,Homme,70128.70228675229,440699.66113831097,52,1,2,2.0877721194792946,Salarié,Kiffa,26.244399220102316,0
50,37,Homme,45879.06001544896,290168.45250367787,59,1,0,5.821329088259878,Indépendant,Nouadhibou,14.5069410653916,0
51,45,Homme,24049.84903653199,263548.7123599702,24,0,0,5.018093696626937,Sans emploi,Kiffa,33.075330999077835,0
52,64,Homme,51701.481940436504,220909.4310572852,59,1,1,2.373969904087973,Sans emploi,Kiffa,11.638061285979191,0
53,24,Homme,11099.849022137738,165303.82801764845,20,1,4,7.053652565059297,Sans emploi,Rosso,31.09278718399439,1
54,61,Femme,60287.28318186788,222952.02082076875,33,1,4,6.030313112827367,Indépendant,Nouadhibou,45.45474588382164,0
55,25,Femme,30554.37342133428,389201.03130777663,29,1,4,8.345564677415247,Salarié,Kiffa,43.51493080477451,1
56,64,Femme,80768.11456053288,304942.48119741445,13,0,1,8.211863221940831,Indépendant,Nouadhibou,45.31126798505987,1
57,52,Femme,34484.38609773951,447336.4120778746,48,0,4,3.2074663589668013,Sans emploi,Atar,46.88195208508429,0
58,31,Homme,48245.914162771114,227256.20704580197,14,1,2,11.769655461266225,Salarié,Atar,14.18111551502777,1
59,34,Homme,6103.951291269561,307473.8935721895,52,1,1,3.869314294414469,Salarié,Atar,15.149888115028523,0
60,53,Femme,11882.454340483095,319340.70101507445,38,0,2,6.4527402476470455,Indépendant,Kiffa,32.280272252525144,1
61,57,Homme,42286.887858635055,299931.6095300995,38,0,1,6.881175434337349,Salarié,Atar,45.75890673697717,0
62,21,Femme,50594.18929812673,354290.548811903,24,1,4,10.130627972141202,Salarié,Rosso,48.97397826096123,0
63,19,Femme,62001.95207133386,126342.39950365508,8,1,2,2.9922959609464677,Sans emploi,Rosso,11.850476693599997,0
64,23,Femme,32707.944977383806,261058.25099743743,15,0,2,6.286442792085317,Sans emploi,Kiffa,24.230963368026405,0
65,59,Homme,71023.27918202154,61070.15337609036,45,0,2,8.28502170236204,Salarié,Nouadhibou,18.515770186399738,0
66,21,Femme,86711.62773297443,198410.55054595816,52,0,1,4.1515562162405555,Salarié,Nouakchott,40.238633957249924,0
67,46,Femme,79085.84394486823,248956.86362441955,47,0,3,8.274678987660728,Indépendant,Nouadhibou,35.60775474148128,0
68,35,Femme,8763.78840809393,329589.8871772815,6,0,4,11.236648375496527,Indépendant,Nouadhibou,14.795521259353816,1
69,43,Homme,50648.159989493746,475760.21576723974,34,0,2,11.97518131172675,Salarié,Nouadhibou,29.34088269459886,0
70,61,Homme,14968.366949726613,304319.0226086944,55,1,3,2.324510767906757,Sans emploi,Nouadhibou,37.41762089485165,0
71,51,Femme,27994.27650694011,374361.0189265143,39,0,4,4.355882282446775,Salarié,Nouakchott,41.160215756961506,0
72,27,Homme,98732.94636037892,258070.36915264936,56,0,4,5.1030711579169745,Salarié,Atar,10.802108391360342,0
73,53,Homme,18537.076575643754,320710.97537440236,18,0,2,5.991261004449661,Sans emploi,Nouadhibou,45.61878295935559,1
74,31,Homme,52394.37457787883,44756.78590554898,59,0,2,4.422571575847674,Sans emploi,Rosso,32.77125531802098,0
75,48,Homme,63724.79476022132,134651.87461250502,6,1,1,4.034879945553126,Indépendant,Kiffa,42.47636459839619,0
76,32,Homme,71734.17220168987,187308.01567051795,39,1,3,11.545538424175,Indépendant,Kiffa,42.317521200571335,0
77,25,Homme,58166.62493125684,241521.74395319165,34,0,3,11.185216027705179,Indépendant,Rosso,17.594106410838766,0
78,31,Homme,5928.230504822448,32367.88529616803,53,1,2,2.469925010031175,Indépendant,Nouadhibou,14.406884810145325,1
79,40,Homme,36013.82428317923,78611.80780112566,52,1,4,5.388130216048482,Sans emploi,Nouakchott,38.85149075895306,0
80,57,Homme,54182.606121547586,145639.01081773982,18,1,2,6.0514855367840665,Salarié,Atar,16.257076752864762,1
81,38,Homme,13347.317418759169,486051.0185415148,53,1,4,4.390145346659434,Indépendant,Kiffa,43.99749965618895,0
82,33,Femme,38309.55846487217,172360.03348049487,54,1,4,8.288728969881756,Indépendant,Atar,39.047579354484206,1
83,62,Femme,8154.295335179824,246200.11847492045,58,1,2,8.40380746644241,Sans emploi,Nouakchott,43.673014574610505,0
84,35,Homme,12464.95722972697,106087.87924181254,34,0,0,10.50504228328597,Sans emploi,Kiffa,21.960507184373842,1
85,64,Femme,42707.71123915163,309282.23482712643,44,0,3,9.408692683852179,Salarié,Atar,22.66392241642276,1
86,41,Femme,17607.996634090734,147534.7756028274,29,0,4,7.425733269659556,Salarié,Nouakchott,36.8488622538527,1
87,43,Homme,58916.380584848026,111426.36343482912,31,0,4,8.5358677004442,Sans emploi,Atar,11.257838202357902,0
88,42,Homme,70499.17206804024,263120.58793852973,22,0,0,4.739887815430181,Indépendant,Nouadhibou,39.059869853496906,0
89,62,Homme,81055.73641536287,12697.841588606203,12,1,1,7.9305618996735765,Indépendant,Nouakchott,43.43132283418405,0
90,58,Femme,24014.27320325696,13755.37599812041,18,0,0,6.892272547499193,Indépendant,Atar,26.60654346416416,0
91,46,Femme,20910.845314611626,117343.71645991031,10,0,0,3.333444673163704,Salarié,Nouadhibou,40.59515320353874,0
92,32,Homme,14933.944831768024,27993.467625402358,31,1,4,4.4254427658297075,Indépendant,Nouadhibou,16.98443667929048,0
93,62,Homme,65460.873706645485,62932.619524038775,54,1,3,4.91693450721586,Indépendant,Nouakchott,22.890415752779386,0
94,18,Homme,72115.19401625561,176041.7181759883,8,0,0,11.24309567052558,Sans emploi,Rosso,48.9721985244191,0
95,42,Femme,8000.683758435994,403266.9829941083,12,1,1,4.303866393858894,Indépendant,Kiffa,49.45312694240505,0
96,24,Femme,93940.16339315053,290303.8352509574,54,1,2,4.892439028196682,Sans emploi,Nouakchott,30.504202120863518,0
97,26,Femme,9937.27194688988,261207.18571864403,44,1,0,5.6935413008943225,Indépendant,Nouadhibou,47.37079165855508,0
98,41,Femme,56423.151853601696,153809.5233719796,58,1,0,8.63742738625387,Salarié,Nouadhibou,30.90922712227418,0
99,18,Homme,72360.74934783706,466559.32252208004,6,0,1,3.182383924721405,Indépendant,Nouakchott,21.66352512644629,0
100,61,Homme,87742.06675587813,204537.37020622392,54,1,3,11.53945212493776,Indépendant,Rosso,20.675971523950874,0
101,25,Homme,72838.25855258064,52675.45572992803,22,0,0,10.655712200947645,Sans emploi,Kiffa,47.18022821472595,1
102,41,Homme,81164.16789163022,312362.5928977226,48,0,0,7.772160730089501,Sans emploi,Atar,16.897855558954365,1
103,28,Femme,37247.76829156658,65780.81280353469,30,1,3,8.740378674249568,Sans emploi,Nouakchott,33.185298328072726,1
104,34,Femme,82408.38580591866,179159.33997282913,8,1,1,2.16660471244216,Indépendant,Kiffa,32.221002722508786,1
105,25,Homme,12610.910406544139,258631.84997172636,20,1,0,5.389447753484487,Indépendant,Kiffa,39.5848673861198,0
106,52,Homme,90007.58232575012,438369.03709573613,34,0,3,9.95660230661442,Salarié,Nouadhibou,29.96971630099099,0
107,52,Femme,57021.27573460494,251837.82436665814,58,1,0,2.774829737923859,Indépendant,Atar,20.891426428325367,0
108,50,Homme,82643.2881464369,354106.7953555155,48,1,2,4.823138342107202,Salarié,Nouakchott,16.775859985263143,0
109,22,Femme,47970.23702923852,496480.2511095445,37,1,4,7.852968283343113,Sans emploi,Nouadhibou,34.83275214023567,0
110,59,Homme,66139.88104366987,74429.66875001098,31,1,2,4.5641302769894185,Sans emploi,Nouadhibou,38.75963027412932,0
111,56,Homme,55008.25278893075,144618.44750456457,21,1,0,11.339779741445192,Sans emploi,Rosso,32.780851147281304,0
112,58,Homme,74501.00456675653,203342.27704284675,30,0,1,3.310586308042904,Salarié,Kiffa,39.53405108484779,0
113,45,Homme,12754.84829290601,216695.80748402738,59,1,4,9.973943579077787,Indépendant,Nouakchott,15.660848097998405,0
114,24,Homme,10733.447979103561,211400.3268801174,33,1,2,7.079486919064083,Sans emploi,Nouakchott,45.298807797725416,0
115,26,Homme,28474.807230963914,454729.3912527119,14,1,3,9.50330775819956,Indépendant,Nouakchott,33.29582033634012,0
116,25,Homme,20156.744610752892,359875.99578875967,6,0,1,5.107153283114474,Indépendant,Nouadhibou,15.073757075703886,0
117,29,Femme,87819.43882625917,307873.55490444484,34,1,2,7.1448960231203875,Sans emploi,Rosso,28.4770081682294,0
118,51,Femme,25825.32879901421,161592.63175276323,27,0,3,10.568353497231763,Salarié,Atar,43.79166951463646,0
119,50,Femme,97707.19930281748,413657.2882684344,21,0,0,6.668780991231044,Indépendant,Nouadhibou,45.9024877381264,1
120,40,Femme,37005.100218255146,477979.65062764456,46,1,3,5.597198619102696,Sans emploi,Atar,20.58598019995046,0
121,41,Femme,22301.20199042643,412387.158449611,56,1,2,7.36155386252736,Indépendant,Rosso,38.45063298841812,0
122,54,Homme,80021.35817853552,10766.901543821723,49,1,2,9.17362753036367,Indépendant,Kiffa,13.999409899351068,0
123,52,Homme,67577.23867258323,321836.6713898695,56,0,0,6.435633454985028,Indépendant,Nouakchott,11.341834856486312,0
124,61,Femme,52328.5930630482,35056.33690662935,59,0,3,11.38876975142273,Indépendant,Atar,32.415958152797714,0
125,57,Homme,57759.53733907497,136227.5379635237,46,0,3,4.949458240423421,Indépendant,Nouadhibou,37.79310317312503,0
126,39,Femme,73324.16893586506,39167.103170408125,12,0,0,6.754636061691205,Salarié,Atar,41.831469247060085,0
127,44,Femme,26703.20042647338,305859.7719452,19,0,3,9.569276593414415,Salarié,Kiffa,23.608649538213385,1
128,52,Homme,99651.72202539048,346429.0576113773,34,0,0,8.891210904957582,Sans emploi,Nouakchott,10.26101641715548,1
129,18,Homme,97605.3504039444,66098.94265229351,24,1,1,10.636410524171561,Salarié,Atar,29.180769484454153,0
130,52,Homme,66780.940202959,198081.05269203996,24,1,2,11.968091806811088,Salarié,Kiffa,10.63414181494268,0
131,54,Femme,23956.532838268788,233555.88938821558,7,0,1,6.268583287950896,Salarié,Nouadhibou,13.679380426831997,0
132,64,Homme,69621.68303097266,190835.98066284912,46,1,4,3.1115087978331184,Indépendant,Rosso,23.067560901269935,0
133,31,Femme,11858.848853021706,69302.25023774459,50,1,4,2.3041588080796798,Indépendant,Nouadhibou,27.486881982407088,0
134,20,Femme,7911.987709551577,215284.41719186294,20,0,4,9.268769061397716,Sans emploi,Nouakchott,21.178777649185943,1
135,18,Femme,29479.874408565298,378077.24342612486,8,0,0,10.740136713087157,Sans emploi,Nouadhibou,33.274610660188316,0
136,22,Homme,48949.180890235046,44793.755621295175,16,1,3,4.2071258594441865,Sans emploi,Nouadhibou,12.213991568723808,1
137,43,Homme,87485.88801379615,49288.20690013269,58,0,1,3.5844803718990597,Indépendant,Nouadhibou,15.783188409583389,0
138,31,Femme,74081.06162779927,183837.93299963226,51,0,1,2.62205091525691,Salarié,Nouadhibou,37.81033603021734,0
139,56,Homme,75557.1195139982,471445.59869327326,35,1,1,10.227029217172063,Salarié,Nouakchott,15.685634143916708,0
140,44,Homme,45421.86677256716,337600.5968942279,45,0,1,5.113819398925843,Indépendant,Kiffa,35.5910080628169,1
141,26,Homme,37863.82429196148,342548.2787695567,23,1,4,6.016968927597765,Sans emploi,Atar,12.187384830134622,1
142,32,Femme,40248.68248353725,187340.79551055384,56,1,1,7.027501916096123,Sans emploi,Rosso,26.295291164765615,0
143,32,Femme,98826.7085549255,300893.7876921838,53,1,3,10.394532342095507,Sans emploi,Atar,17.096378804847294,0
144,43,Homme,8810.373184185835,14964.280173594256,7,1,4,8.50833221561485,Indépendant,Atar,14.385451301407457,0
145,59,Femme,87367.9921316326,321687.0627406757,37,1,1,8.150646298578113,Sans emploi,Rosso,32.681311340049106,1
146,30,Homme,59974.163814377374,457510.604312356,13,0,0,3.756720999559107,Sans emploi,Nouakchott,47.13343088022487,1
147,49,Homme,46668.46482301109,310160.9994889614,27,0,2,7.131898917098297,Indépendant,Rosso,12.191481916941953,0
148,56,Homme,73899.47773943796,438112.31079850905,11,0,2,9.153810171786553,Salarié,Nouakchott,26.862169928721368,0
149,49,Homme,51233.54943534677,364746.79717838595,17,0,2,11.732608830304917,Indépendant,Atar,38.301417509817746,0
150,21,Femme,87975.20761775775,69073.62403780821,52,1,4,4.014063092133522,Indépendant,Nouakchott,28.50751326751308,0
151,47,Femme,90566.67708106956,452202.1205700624,45,1,1,2.0954335306722665,Indépendant,Kiffa,42.25983784420981,0
152,54,Femme,45063.48805297827,42557.4837343297,41,0,4,2.7530143359846972,Indépendant,Rosso,17.185812634565266,0
153,40,Homme,31298.6407373299,271644.0615484043,20,1,3,5.758524651819792,Salarié,Kiffa,48.38376820110962,1
154,56,Homme,61273.28121636941,79647.19065879425,33,0,0,10.205446477459871,Sans emploi,Atar,25.40650511090162,0
155,62,Homme,91674.51783358565,15736.239258142992,57,0,0,2.0714208176824505,Indépendant,Rosso,23.662785317771004,1
156,32,Femme,25012.907955538325,216796.7874625431,54,0,2,6.567305928858403,Salarié,Atar,44.984231780126635,0
157,60,Homme,64181.82543853086,154569.94675053656,50,1,2,5.2923061534139455,Sans emploi,Kiffa,32.55468127567066,0
158,46,Femme,64998.22090878945,248140.2419608255,23,1,2,2.524817100997276,Sans emploi,Atar,30.65777367611286,0
159,53,Femme,74645.73712945169,292827.9444999299,7,1,1,6.502362866726173,Sans emploi,Rosso,39.07911678113724,0
160,30,Femme,17498.93008708968,31432.145431384204,18,1,3,4.547487073367188,Indépendant,Rosso,33.19336953124362,0
161,49,Femme,73003.37164479842,70271.61461063536,50,0,3,5.518848343470065,Indépendant,Atar,16.500625790284612,0
162,24,Femme,91358.0894632359,283734.7742607084,59,1,3,9.05615304784293,Sans emploi,Rosso,36.967904914597185,0
163,39,Femme,22069.895342672986,178152.00305460254,20,1,3,7.2155098391096715,Sans emploi,Rosso,15.33875517128514,0
164,45,Homme,27566.615867768374,367295.0088992295,25,1,2,3.246474289928133,Sans emploi,Atar,42.23430821336248,0
165,19,Homme,97282.53393395577,329622.9078100504,34,0,0,11.61414540423639,Sans emploi,Kiffa,49.58946390849084,0
166,59,Femme,22192.81050740153,424346.13786505436,47,0,2,8.359107657097383,Sans emploi,Rosso,25.095504998991053,0
167,62,Femme,86166.58387011001,349321.4850679204,34,1,3,9.658684256625316,Sans emploi,Rosso,27.790235928080502,0
168,23,Homme,51766.396362563304,220666.2279211726,8,1,2,2.792131500083708,Salarié,Rosso,11.857346219312493,0
169,45,Femme,28486.95206830182,339753.6449732719,24,1,3,2.4705837946001887,Sans emploi,Rosso,10.54932752330313,0
170,45,Femme,87721.24062088858,144936.77538515508,8,1,4,2.1944805036808117,Indépendant,Atar,46.856773395053104,1
171,61,Homme,47303.999225253225,160093.61440132422,59,0,0,3.8879402777344447,Indépendant,Kiffa,15.144962417567683,0
172,61,Femme,53907.648623320565,396602.7283611887,19,1,4,6.144083977184952,Indépendant,Kiffa,27.83114990237881,0
173,37,Femme,39127.17009297774,228745.56303677527,45,1,1,11.358261334028228,Sans emploi,Nouakchott,42.61418495422246,0
174,47,Femme,61330.33088631811,401206.36685399275,9,1,2,6.570596592657763,Indépendant,Rosso,45.57275039713278,0
175,28,Homme,20534.767895577163,412986.96309745644,57,0,1,4.902551053725294,Salarié,Rosso,30.775907411338707,1
176,45,Homme,42152.745981917265,430205.54545402905,16,0,2,7.619352535196633,Sans emploi,Nouakchott,32.60130099903799,0
177,42,Homme,97094.17062185232,459151.2655621916,36,1,4,3.119345781347892,Indépendant,Kiffa,36.7873588985309,0
178,56,Femme,29522.676106607116,221182.75805151515,48,1,3,8.095058910049833,Salarié,Nouadhibou,48.45529880574861,0
179,50,Femme,67389.98313142275,166244.74097735801,37,1,3,7.684319543305033,Salarié,Nouadhibou,34.1067984377802,0
180,18,Homme,35893.05610134601,295277.38583111577,32,1,2,9.919930334057097,Indépendant,Kiffa,32.37901037825385,0
181,44,Femme,78479.94694022706,191874.4874844375,35,1,3,11.866876116170241,Salarié,Rosso,10.581365410639627,0
182,30,Femme,17432.997768243233,304526.34173211415,48,0,4,4.508734717161105,Indépendant,Nouadhibou,13.237988080894244,0
183,58,Femme,97132.99928246175,355737.0726954741,7,0,3,7.0965645080376065,Salarié,Atar,33.08686506495985,1
184,20,Femme,48110.00643144573,347318.45906114706,54,0,4,11.088654063190036,Sans emploi,Atar,47.449615512288126,0
185,56,Femme,27424.794017914075,193530.91463985946,14,1,1,9.851898844228414,Sans emploi,Nouakchott,44.6676539359758,0
186,23,Homme,11982.190996351203,91761.49883238888,33,0,4,6.874063031008076,Sans emploi,Kiffa,49.303156919688185,0
187,25,Femme,21127.00098331637,220959.37584648168,36,0,0,11.453716496147779,Sans emploi,Kiffa,31.11336150245096,0
188,44,Homme,54378.52511282168,79871.13060013528,39,0,0,2.572366935168094,Sans emploi,Nouadhibou,41.517237537510674,0
189,26,Femme,37015.3017609722,446147.5472400661,20,1,0,11.30998619712584,Indépendant,Rosso,43.61601325957362,0
190,54,Homme,83743.9197588479,179479.95576155014,53,1,2,2.5050739238280655,Sans emploi,Kiffa,35.92126629323447,0
191,50,Femme,45934.31474787156,85685.27613942865,30,0,2,7.473047441146843,Sans emploi,Nouadhibou,23.54999616858029,1
192,59,Homme,28627.85589582484,22469.40235381793,41,1,2,10.904409480010857,Sans emploi,Nouadhibou,28.799137386311777,1
193,61,Femme,63628.77372738285,326452.96928037726,13,0,4,4.627209435613028,Sans emploi,Kiffa,44.31668288974271,0
194,41,Homme,72143.83560411735,322082.1355528242,14,0,2,6.722484989451585,Salarié,Nouadhibou,21.941917039286558,0
195,32,Femme,20868.981250590237,176896.04162483293,42,0,1,5.243288791369666,Sans emploi,Nouakchott,46.94972525066594,0
196,49,Homme,20923.825547390177,45138.825535348995,53,0,0,11.521439170763514,Sans emploi,Nouakchott,19.192253656906605,0
197,49,Femme,8483.785558686583,210718.1584986637,50,1,4,10.236455947530908,Indépendant,Kiffa,39.980656606271225,0
198,41,Homme,74958.19143123584,162496.57258106285,44,1,0,9.090015113263796,Salarié,Rosso,35.22236937382954,0
199,58,Homme,68061.43012407148,341789.1134701546,37,1,2,7.8762698661510875,Indépendant,Nouakchott,39.98397764483049,0
200,29,Femme,50089.93319623232,306831.8322318183,57,1,4,10.20591789324148,Sans emploi,Nouakchott,27.49390289730379,0
201,56,Femme,85196.19265207373,188650.92681679458,22,0,3,5.922670415235471,Indépendant,Kiffa,47.30564250215939,0
202,19,Homme,81538.66453025505,116767.35158494515,40,1,1,6.475518551060619,Indépendant,Atar,35.298888096459095,1
203,20,Femme,60608.66461769145,494137.62341624004,42,0,2,9.300017210808615,Sans emploi,Nouadhibou,21.531832182170252,0
204,54,Homme,87485.77164875958,232460.7943860963,24,1,2,5.577547632937143,Salarié,Nouakchott,35.53820282608575,0
205,34,Homme,24554.914953492986,347254.37553231616,49,1,1,2.639009420483738,Salarié,Atar,21.472629888281247,0
206,19,Homme,15632.363842784149,78870.95411339679,34,1,1,2.7433460888607146,Indépendant,Rosso,21.745295670394967,0
207,19,Femme,30626.213094114013,247938.9528331049,12,0,3,3.1536280130570384,Sans emploi,Atar,25.983940464834717,0
208,45,Homme,10423.251328484912,23492.99273603809,33,0,2,10.696813233436627,Indépendant,Kiffa,44.09721670276476,0
209,40,Homme,55461.10516009804,257673.00777612047,14,0,2,6.722264257562044,Indépendant,Rosso,30.01191497575968,0
210,54,Femme,93977.54076802134,482368.5294876741,33,0,0,9.128823693447366,Indépendant,Rosso,37.1560336892083,0
211,49,Femme,8737.636363508416,198261.2893630421,11,1,4,5.9290933560489325,Sans emploi,Atar,25.678709610978522,0
212,50,Femme,16600.441830952546,29108.04616170668,34,0,4,4.587109474156345,Sans emploi,Kiffa,20.54421759227526,1
213,18,Femme,47958.90768692635,25168.33755047833,22,0,0,5.471921675622119,Salarié,Nouakchott,48.18560642864925,0
214,36,Homme,93718.12666515096,200113.51237396605,21,1,4,9.941823453171835,Sans emploi,Atar,34.143249884922504,0
215,19,Homme,35034.829972791296,88412.21886696508,28,1,1,8.252161250314382,Indépendant,Nouakchott,47.35805354330873,0
216,61,Homme,53187.30682539728,21442.5272008111,36,0,4,11.37639779957902,Indépendant,Atar,18.136520087932603,0
217,43,Homme,8949.421609787249,380544.6708355867,8,1,4,8.79704778576834,Salarié,Nouakchott,15.87576655651731,0
218,49,Femme,19092.60409139844,234676.27435212643,26,0,0,7.701816317546939,Sans emploi,Atar,44.23291628495615,0
219,23,Homme,98729.86168109045,151729.93826660071,31,1,3,8.101960089858345,Indépendant,Rosso,37.23668850469006,0
220,49,Homme,96686.27616142432,451040.75967807556,41,0,4,11.423714394684147,Salarié,Nouadhibou,17.463139970145654,0
221,21,Femme,5469.298188768914,66908.09049825754,47,0,4,9.882009298667061,Salarié,Rosso,20.77438802654151,0
222,28,Homme,95422.1196152077,478400.2261881064,42,0,3,2.240412373664378,Indépendant,Nouakchott,42.02655766101245,0
223,34,Homme,65716.39409247253,163843.6915149029,58,0,0,7.341396961356972,Indépendant,Kiffa,28.154744799837445,0
224,55,Homme,87452.2379794021,445317.7994312538,27,0,3,8.883384115465649,Sans emploi,Rosso,36.821620260243634,0
225,41,Homme,48200.286285216614,305442.0094749362,47,1,0,9.48698478439155,Salarié,Nouadhibou,22.734080885440434,0
226,22,Homme,53981.622715028774,415086.6062733288,17,0,1,4.131421193139367,Indépendant,Nouakchott,25.249198110995067,0
227,51,Homme,51440.42512440742,492166.4499731275,47,0,0,10.671773544513522,Salarié,Rosso,49.6285023449242,0
228,23,Femme,68352.10446687991,151318.6645311854,18,0,1,11.558431471751637,Sans emploi,Atar,19.90468348698874,0
